ENFOODNAME,ENFOODNAME_SIMPLE,FACETS,BASETERM_NAME,SCIENTIFIC_NAME,COMMON_NAME
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A113H#F02.A0EJR,Globose ark (as animal),Scapharca globosa,Arche globuleuse
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KNB#F02.A0EJV,Sikukia (generic) (as animal),Sikukia spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Herbs/spices sauces (as part-nature) (Sauces obtained from mixtures of comminuted herbs and spices, with eventually other vegetables) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-12.6 Sauces (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Herbs/spices sauces (as part-nature) | legis: FA-12.6 Sauces,A045E#F02.A0EPP$F33.A0C2G,"Herbs, vegetables and oil sauces",,Salsa verde$Green sauce
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0GMK#F02.A0EJV,Acipenseriformes (as animal),ACIPENSERIFORMES,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Roots and other underground parts used as staple food (as part-nature) (Roots that are usually used as staple food (when the starch content is high, like in potato)) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Roots and other underground parts used as staple food (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A0DPJ#F01.A05GL$F02.A0F5F$F27.A0DPJ$F33.A0C51,Eddoe taros,Colocasia esculenta var. antiquorum Schott,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11ME#F02.A0EJR,Hemidonacidae (as animal),Hemidonacidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Roots and other underground parts used as vegetables (as part-nature) (Roots that are usually used as vegetables (when the starch content is limited)) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Roots and other underground parts used as vegetables (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A0DPA#F01.A05JG$F02.A0ERX$F27.A0DPA$F33.A0C51,Coloured carrots varieties,Daucus carota L. subsp. sativus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A117E#F02.A0EJR,Columbia black oyster (as animal),Crassostrea columbiensis,Huître creuse noire$Ostra negra
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0XRY#F02.A0EJV,Greenback flounder (as animal),Rhombosolea tapirina,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0J2G#F02.A0EJV,Blue lanternfish (as animal),Tarletonbeania crenularis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0YVH#F02.A0EJQ,Arcturides (generic) (as animal),Arcturides spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0B1R#F02.A0EJR,Ringnes Scallop (as animal),Palliolum ringnesia W. H. Dall,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Feed-related (as part-nature) (Facet descriptor covering Feed (as part-nature)) | targcon (This facet allows recording different consumer classes intended as target for the food item. For laboratory uses when reporting analyses for feed, a list or target animals is also included. More than one descriptor can be applied to each entry, provided they are not contradicting each other.): Animal feed (Animal feed)",part: Feed-related (as part-nature) | targcon: Animal feed,A0BG9#F02.A0F0Y$F23.A07TV$F27.A0BGA,"Carob germ, expeller (feed)",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0LNZ#F02.A0EJV,Sorubim (generic) (as animal),Sorubim spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A052V#F02.A0EJV,Blackfin tuna (as animal),Thunnus atlanticus,"Thon à nageoires noires$Atún aleta negra$Tuna, Blackfin"
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0H7K#F02.A0EJV,Bathylaco nielseni (as animal),Bathylaco nielseni,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0X3C#F02.A0EJV,Hexagrammos (generic) (as animal),Hexagrammos spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0SND#F02.A0EJV,Elongate glass-perchlet (as animal),Chanda nama,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A143T#F02.A0BA0,Cistus monspeliensis L. (as plant),Cistus monspeliensis L.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11SX#F02.A0EJR,Malleidae (as animal),Malleidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0MHD#F02.A0EJV,Pseudomyrophis atlanticus (as animal),Pseudomyrophis atlanticus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0XLA#F02.A0EJV,Apistus (generic) (as animal),Apistus spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0NTT#F02.A0EJV,Carapus acus (as animal),Carapus acus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Mammals and birds meat (as part-nature) (Bulk pieces, slices or other cuts of butcher-separated carcase meat. MSM is in a dictinct category but minced meat is included here. Some specific poultry cuts have a separate definition (breast, leg, wing).) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Mincing / chopping / cutting (Cutting or chopping into very small pieces (usually said for soft solids), by using one or more knives.) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004 (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008)) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-08.2 Meat preparations as defined by Regulation (EC) No 853/2004 (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))","part: Mammals and birds meat (as part-nature) | process: Mincing / chopping / cutting | legis: FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004 | legis: FA-08.2 Meat preparations as defined by Regulation (EC) No 853/2004",A04CG#F01.A056M$F02.A0BYZ$F27.A04CG$F28.A07KY$F33.A0C3M$F33.A0C3L,"Deer, minced meat",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A084K#F02.A0EJV,Bobo mullet (as animal),Joturus pichardi,Mulet bobo$Bobo
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0A43#F02.A0EJQ,Warty crab (as animal),Eriphia verrucosa,Crabe verruqueux$Cangrejo moruno$Crab orchard
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0XZE#F02.A0EJV,Turbot (as animal),Scophthalmus maximus,Rodaballo
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A13GK#F02.A0BA0,Actaea racemosa L. (as plant),Actaea racemosa L.$Cimicifuga racemosa (L.) Nutt.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0V2X#F02.A0EJV,Frigate and bullet tunas (as animal),"Auxis thazard, A. rochei",Auxide et bonitou$Melva y melvera
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0T8J#F02.A0EJV,Awaous aeneofuscus (as animal),Awaous aeneofuscus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A14XS#F02.A0BA0,Juniperus thurifera L. (as plant),Juniperus thurifera L.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A08E8#F02.A0EJV,Pandoras (generic) (as animal),Pagellus spp.,Pandoras nei$Pageots nca$Brecas nep$Pandora species
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0RCX#F02.A0EJV,Tilapia snyderae (as animal),Tilapia snyderae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Dried legumes (pulses) and their flours (as part-nature) (Legume seeds, preserved by drying. The term also covers the flours produced by milling the dried seeds) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Drying (dehydration) (Transformation of moist food/feed into its solid - dry form due to almost complete subtraction of water) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.2.1 Dried fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Dried legumes (pulses) and their flours (as part-nature) | process: Drying (dehydration) | legis: FA-04.2.1 Dried fruit and vegetables,A012Z#F01.A05GX$F02.A0ERV$F27.A012Z$F28.A07KG$F33.A0C4V,Flageolets (dry seeds),Phaseolus vulgaris L.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0QYJ#F02.A0EJV,Galjoen (as animal),Dichistius capensis,Galjoin franc$Damba
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0AKC#F02.A0EJR,Pinto abalone (as animal),Haliotis kamtschatkana,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0JCB#F02.A0EJV,Anostomoides (generic) (as animal),Anostomoides spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Reptile meat (as part-nature) (Edible part of reptiles)",part: Reptile meat (as part-nature),A02LD#F01.A04ST$F02.A0EMJ$F27.A02LD,Turtles,Chelonia L. (order)$Testudines L.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A1A8A#F02.A0EJX,White-browed Tit-Warbler (as animal),Leptopoecile sophiae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0Y5L#F02.A0EJV,Carinotetraodon lorteti (as animal),Carinotetraodon lorteti,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A15YQ#F02.A0BA0,Thymus callieri Borb. ex Velen. (as plant),Thymus callieri Borb. ex Velen.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0X4A#F02.A0EJV,Onigocia grandisquama (as animal),Onigocia grandisquama,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KGX#F02.A0EJV,Oreichthys cosuatis (as animal),Oreichthys cosuatis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0GPP#F02.A0EJV,Pontic shad (as animal),Alosa pontica$Alosa immaculata,Alose de la mer Noire$Sábalo del Mar Negro
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A1AXX#F02.A0EJX,Bufflehead (as animal),Bucephala albeola,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0ANJ#F02.A0EJR,Marmorate volute (as animal),Cymbium marmoratum,Volute marbrée$Voluta marmorada$Mamorate volute
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A1AHL#F02.A0EJX,Harlequin Quail (as animal),Coturnix delegorguei,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0NXK#F02.A0EJV,Purple brotula (as animal),Grammonus diagrammus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A15XZ#F02.A0BA0,Tetraclinis articulata (Vahl) Mast. (as plant),Tetraclinis articulata (Vahl) Mast.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A07YF#F02.A0EJV,Smallmouth bass (as animal),Micropterus dolomieu,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A14DJ#F02.A0BA0,Dioscorea composita Hemsl. (as plant),Dioscorea composita Hemsl.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Fruits used as fruit (as part-nature) (Fleshy seed-associated structures of a plant that are sweet or sour and edible in the raw state, often eaten at the end of a meal) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Fruits used as fruit (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A0DTY#F01.A05ZA$F02.A0ELC$F27.A0DTY$F33.A0C51,Blackberries and similar-,,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A17PN#F02.A0EJX,Western Barn Owl (as animal),Tyto alba,Common Barn-owl
