ENFOODNAME,ENFOODNAME_SIMPLE,FACETS,BASETERM_NAME,SCIENTIFIC_NAME,COMMON_NAME
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Mammals and birds meat (as part-nature) (Bulk pieces, slices or other cuts of butcher-separated carcase meat. MSM is in a dictinct category but minced meat is included here. Some specific poultry cuts have a separate definition (breast, leg, wing).) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004 (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))","part: Mammals and birds meat (as part-nature) | legis: FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004",A01RT#F01.A0F2A$F02.A0BYZ$F27.A01RT$F33.A0C3M,Camel fresh meat,Camelidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Soups dry or concentrated preparations (as part-nature) (Preparates for soups in dried form or in concentrated form) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Drying (dehydration) (Transformation of moist food/feed into its solid - dry form due to almost complete subtraction of water)",part: Soups dry or concentrated preparations (as part-nature) | process: Drying (dehydration),A0B9S#F02.A0EQH$F04.A0ETG$F28.A07KG,"Mushroom soup, dry",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Fruits used as fruit (as part-nature) (Fleshy seed-associated structures of a plant that are sweet or sour and edible in the raw state, often eaten at the end of a meal) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Fruits used as fruit (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A01LZ#F01.A065F$F02.A0ELC$F27.A01LZ$F33.A0C51,Mammey apple,Mammea americana L.,Mammee$mammee apple$Mamey$mamey apple$Santo Domingo apricot$South American apricot
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A17EJ#F02.A0BA0,Beilschmiedia tsangii Merr. (as plant),Beilschmiedia tsangii Merr.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A1AGV#F02.A0EJX,Pallas's Bunting (as animal),Emberiza pallasi,Pallas's Reed Hunting$Pallas's Reed Bunting
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Crustaceans meat (as part-nature) (The edible part of crustaceans. In the case that the brown meat is normally separated, here is the muscle part and the offal is in a specific term. Otherwise the entire eaten part is considered here) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-09.1.2 Unprocessed molluscs and crustaceans (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Crustaceans meat (as part-nature) | legis: FA-09.1.2 Unprocessed molluscs and crustaceans,A0FCH#F01.A0A0Z$F02.A0EMF$F27.A0FCH$F33.A0C38,Moonsoon river prawn,Macrobrachium malcolmsonii,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0H8Y#F02.A0EJV,Starry smooth-head (as animal),Photostylus pycnopterus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0JMF#F02.A0EJV,Gymnotidae (as animal),Gymnotidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A054Q#F02.A0EJR,Gastropoda - Gastropods (generic) (as animal),Gastropoda,Gastropods nei$Gastropodes nca$Gasterópodos nep$Gastropods
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A19TZ#F02.A0EJX,Altai Snowcock (as animal),Tetraogallus altaicus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Leaves used as leafy vegetables (as part-nature) (Leaves that are used as food, generally as side dish, cooked or raw, like in salads) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Leaves used as leafy vegetables (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A00LT#F01.A05FA$F02.A0EKV$F27.A00LT$F33.A0C51,Komatsuna,Brassica perviridis (L.H. Bailey)$Brassica narinosa L.H. Bailey,Mustard spinaches$Tender green
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants for sugar (as part-nature) (Live plants mainly used for sugar production)",part: Live plants for sugar (as part-nature),A05QK#F02.A0ERP,Sugar beet (as plant),Beta vulgaris L. subsp. Vulgaris sugar production cultivars$Beta vulgaris var. altissima$Beta vulgaris var. crassa,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0Z5X#F02.A0EJQ,Riceland prawn (as animal),Macrobrachium lanchesteri,Bouquet rizière$Camarón de arrozal
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0B3J#F02.A0EJR,Patagonian giant octopus (as animal),Enteroctopus megalocyathus,Poulpe geant patagonique$Pulpo gigante patagónico$Patagonian red octopus
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Mammals and birds meat (as part-nature) (Bulk pieces, slices or other cuts of butcher-separated carcase meat. MSM is in a dictinct category but minced meat is included here. Some specific poultry cuts have a separate definition (breast, leg, wing).) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004 (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))","part: Mammals and birds meat (as part-nature) | legis: FA-08.1 Fresh meat, excluding meat preparations as defined by Regulation (EC) N0 853/2004",A01TB#F01.A058J$F02.A0BYZ$F27.A01TB$F33.A0C3M,Quail fresh meat,Coturnix coturnix$other members of Phasianidae(family),
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0B0P#F02.A0EJR,Iceland scallop (as animal),Chlamys islandica,Peigne islandais$Peine islándico
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0XZP#F02.A0EJV,Lepidoblepharon (generic) (as animal),Lepidoblepharon spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0VQT#F02.A0EJV,Orangethroat pikeblenny (as animal),Chaenopsis alepidota,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A11JQ#F02.A0EJR,Gryphaeidae (as animal),Gryphaeidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0FXS#F02.A0EJV,Splendid lanternshark (as animal),Etmopterus splendidus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A139R#F02.A0BA0,Lardizabalaceae - family (as plant),Lardizabalaceae (family),
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Fish meat (as part-nature) (For large fishes, muscle meat (and annexed tissues) of fish, while for smaller fishes, it is the entire cleaned fish or its fillets.) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-09.1.1 Unprocessed fish (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Fish meat (as part-nature) | legis: FA-09.1.1 Unprocessed fish,A0FAX#F01.A08DB$F02.A0EMD$F27.A0FAX$F33.A0C39,Dentex,Dentex spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Fruit/vegetable juice ready to drink (as part-nature) (Liquid products consumed as fruit drinks, vegetable drinks or mixtures thereof, only containing fruit, as prescribed by the relevant legislation) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Mixing (Apply movement to join two or more different foods into a more or less intimate mixture. For the case of mixing products of the same nature to get a product of the same nature with different quality, 'blending' has to be used.) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Juicing (Transforming into a juice by physical or enzymatic action or a combination of the two (particularly applicable to fruit or vegetables)) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-14.1.2 Fruit juices as defined by Directive 2001/112/EC and vegetable juices (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Fruit/vegetable juice ready to drink (as part-nature) | process: Mixing | process: Juicing | legis: FA-14.1.2 Fruit juices as defined by Directive 2001/112/EC and vegetable juices,A03AT#F02.A068V$F27.A01GM$F27.A01GF$F28.A0CRL$F28.A07LN$F33.A0C1X,"Juice, peach-apricot",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live insects and arachnids (as part-nature) (This nature refers to live insects and arachnids)",part: Live insects and arachnids (as part-nature),A19LV#F02.A0EJP,Culicoides albicans (as animal),Culicoides albicans,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A04YM#F02.A0EJV,Salema (as animal),Sarpa salpa,Saupe
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A132N#F02.A0EJR,Solanometra (generic) (as animal),Solanometra spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Aromatic herbs (leaves and other minor parts) (as part-nature) (Leaves with particularly intense smell or taste, mainly used to provide specific taste notes to other foods. In the case of small plants, the leaves are together with small stems and flowers. Due to the aromatic properties, some of these plants are used also as infusion materials) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Aromatic herbs (leaves and other minor parts) (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A0DHV#F01.A0E5Y$F02.A0F0C$F27.A0DHV$F33.A0C51,Curry herb,Helichrysum italicum (Roth) G. Don fil.,Curry leaves
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0B1C#F02.A0EJR,Knobby Scallop (as animal),Caribachlamys imbricata Gmelin$Chlamys imbricata Gmelin,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0ABF#F02.A0EJQ,Dorodotes shrimp (as animal),Heterocarpoides levicarina,Crevette dorodo$Camarón dorodó$Dorodotes Shrimp
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0LSG#F02.A0EJV,Acanthopoma annectens (as animal),Acanthopoma annectens,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live insects and arachnids (as part-nature) (This nature refers to live insects and arachnids)",part: Live insects and arachnids (as part-nature),A197M#F02.A0EJP,Haemaphysalis inermis (as animal),Haemaphysalis inermis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0GCQ#F02.A0EJV,Eagle ray (as animal),Myliobatis tenuicaudatus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Food additives other than flavours, colours and artificial sweeteners (as part-nature) (Different families of substances used to provide specific characteristics to food. They are defined by regulations as substances that are not normally consumed as food itself but are added to food intentionally for a technological purpose, such as the preservation of food)","part: Food additives other than flavours, colours and artificial sweeteners (as part-nature)",A047V#F02.A06CF,Emulsifier,,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Feed-related (as part-nature) (Facet descriptor covering Feed (as part-nature)) | targcon (This facet allows recording different consumer classes intended as target for the food item. For laboratory uses when reporting analyses for feed, a list or target animals is also included. More than one descriptor can be applied to each entry, provided they are not contradicting each other.): Animal feed (Animal feed)",part: Feed-related (as part-nature) | targcon: Animal feed,A18XM#F02.A0F0Y$F23.A07TV,Sodium gluconate (feed),,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A127T#F02.A0EJR,Northern shortfin squid (as animal),Illex illecebrosus,Encornet rouge nordique$Pota norteña
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0927#F02.A0EJV,Yellowtail blue snapper (as animal),Paracaesio xanthura,Vivanette queue jaune$Panchote rabo amarillo
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A15NX#F02.A0BA0,Senna alata (L.) Roxb. (as plant),Senna alata (L.) Roxb.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A09ZF#F02.A0EJQ,Sesarma (generic) (as animal),Sesarma spp.,Marsh Crab
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KEA#F02.A0EJV,Ladigesocypris (generic) (as animal),Ladigesocypris spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0JYX#F02.A0EJV,Roundtail chub (as animal),Gila robusta,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A12EE#F02.A0EJR,Bathypolypodinae (as animal),Bathypolypodinae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0Y0Q#F02.A0EJV,Bay whiff (as animal),Citharichthys spilopterus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0M5D#F02.A0EJV,Cetopsogiton occidentalis (as animal),Cetopsogiton occidentalis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live insects and arachnids (as part-nature) (This nature refers to live insects and arachnids)",part: Live insects and arachnids (as part-nature),A19GK#F02.A0EJP,Aedes quasirusticus (as animal),Aedes quasirusticus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0GPV#F02.A0EJV,Agrakhan shad (as animal),Alosa sphaerocephala,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0HLK#F02.A0EJV,Indochina featherback (as animal),Chitala blanci,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A09VV#F02.A0EJV,Driftfish (as animal),Cubiceps gracilis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fruit plants (as part-nature) (This nature refers to live fruit plants)",part: Live fruit plants (as part-nature),A0EEM#F02.A0EKF,Amur river grape (as plant),Vitis amurensis Rupr.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A09R1#F02.A0EJV,Greeneyes (as animal),Chlorophthalmidae,Verdyeux$Ojiverdes
